"","Name","FIDE.ID","Born","Birthplace","Died","Title.Year","Federation","Sex","Notes"
"971","Lesiège, Alexandre",2600170,"1975-08-18","Montreal","",1998,"Canada","M","Di Felice"
"972","Leniart, Arkadiusz",1124226,"1991-06-20","Warsaw","",2020,"Poland","M","title application"
"973","Lev, Ronen",2800063,"1968-09-22","","",1994,"Israel","M","Di Felice"
"974","Levenfish, Grigory",NA,"1889-03-21","Petrokov","1961-02-09",1950,"Soviet Union","M","Di Felice; Gaige; born 21 Mar [O.S. 9 Mar]"
"975","Leventić, Ivan",14500442,"1970-09-21","","",2005,"Croatia","M","Di Felice; title application"
"976","Levin, Evgeny A.",4182596,"1990-06-26","Russia","",2010,"Russia","M","Di Felice; title application"
"977","Levin, Felix",4650905,"1958-11-05","Lviv","",1998,"Germany","M","Di Felice"
"978","Levitt, Jonathan P.",400220,"1963-06-03","London","",1994,"England","M","Di Felice"
"979","Li Chao",8604436,"1989-04-21","Taiyuan","",2007,"China","M","Di Felice; title application"
"980","Li Di",8607508,"1999-12-15","Chengdu","",2019,"China","M","title application"
"981","Li Ruifeng",2061074,"2001-09-14","Hangzhou","",2017,"United States","M","Di Felice; title application"
"982","Li Shilong",8600678,"1977-08-10","","",2002,"China","M","Di Felice"
"983","Liang, Awonder",2056437,"2003-04-09","Madison, Wisconsin","",2017,"United States","M","title application"
"984","Liang Chong",8600899,"1980-01-29","Guangzhou","",2004,"China","M","Di Felice"
"985","Liang Jinrong",8600066,"1960-05-21","Guangdong","",1998,"China","M","Di Felice"
"986","Liberzon, Vladimir",NA,"1937-03-23","Moscow","1996-08-04",1965,"Soviet Union","M","Di Felice; later Israel"
"987","Libiszewski, Fabien",616834,"1984-01-05","Saint-Étienne","",2009,"France","M","Di Felice; title application"
"988","Lie, Kjetil A.",1501984,"1980-11-18","Porsgrunn","",2005,"Norway","M","Di Felice; title application"
"989","Likavský, Tomáš",14900483,"1971-07-28","Zvolen","",2005,"Slovakia","M","Di Felice; title application"
"990","Lilienthal, Andor",700436,"1911-05-05","Moscow","2010-05-08",1950,"Soviet Union","M","Di Felice; later Hungary"
"991","Lima, Darcy",2100045,"1962-05-22","Rio de Janeiro","",2000,"Brazil","M","Di Felice"
"992","Lin Chen",8602298,"1988-09-14","Jiangsu","",2016,"China","M","Di Felice; title application"
"993","Lintchevski, Daniil",4171055,"1990-05-17","Gatchina","",2009,"Russia","M","Di Felice; title application"
"994","Liss, Eran",2800721,"1975-07-02","","",1995,"Israel","M","Di Felice"
"995","Liu Qingnan",8603294,"1992-05-23","Shandong","",2015,"China","M","Di Felice; title application"
"996","Liu Yan",8608962,"2000-03-29","Chongqing","",2018,"China","M","title application"
"997","Ljubojević, Ljubomir",900010,"1950-11-02","Užice","",1971,"Yugoslavia","M","Di Felice; currently Serbia"
"998","Llanes Hurtado, Miguel",2206706,"1978-10-05","Don Benito","",2008,"Spain","M","Di Felice; title application"
"999","Lobron, Eric",4600037,"1960-05-07","Philadelphia","",1982,"Germany","M","Di Felice"
"1000","Loginov, Valery A",4126297,"1955-12-13","Syzran","",1991,"Russia","M","Di Felice"
"1001","Lombardy, William",2000415,"1937-12-04","New York City","2017-10-13",1960,"United States","M","Di Felice; Gaige"
"1002","Lomsadze, Davit",13603450,"1991-02-12","","",2016,"Georgia","M","Di Felice; title application"
"1003","López Martínez, Josep Manuel",2212943,"1980-04-24","Barcelona","",2007,"Spain","M","Di Felice; title application"
"1004","Lopushnoy, Denis",4123395,"1977-01-30","","",2000,"Russia","M","Di Felice"
"1005","Lorenzini, Martin",105570,"1975-09-26","Santa Fe de la Vera Cruz","",2014,"Argentina","M","Di Felice; title application"
"1006","Lorpari­zangeneh, Shahin",12521604,"1999-01-16","Isfahan","",2017,"Iran","M","Di Felice; title application"
"1007","Lputian, Smbat G.",13300024,"1958-02-14","Yerevan","",1984,"Soviet Union","M","Di Felice; currently Armenia"
"1008","Lu Shanglei",8603332,"1995-07-10","Liaoning","",2011,"China","M","Di Felice; title application"
"1009","Lugovoi, Aleksei",4116194,"1975-03-05","","",1998,"Russia","M","Di Felice"
"1010","Lugovskoy, Maxim",24126454,"1996-08-14","Kurganinsk","",2017,"Russia","M","Di Felice; title application"
"1011","Lukács, Péter",700142,"1950-07-09","Budapest","",1986,"Hungary","M","Di Felice"
"1012","Lukov, Valentin",2900157,"1955-12-11","Pazardzhik","",1988,"Bulgaria","M","Di Felice"
"1013","Lundin, Erik",NA,"1904-07-02","Stockholm","1988-12-05",1983,"Sweden","M","Di Felice; honorary"
"1014","Lunev, Andrey",4120957,"1969-01-21","","",2001,"Russia","M","Di Felice"
"1015","Lupu, Mircea-Sergiu",621501,"1962-08-28","Negrești","",1995,"Romania","M","Di Felice; currently France"
"1016","Lupulescu, Constantin",1207822,"1984-03-25","Buftea","",2006,"Romania","M","Di Felice"
"1017","Luther, Thomas",4611420,"1969-11-04","Erfurt","",1994,"Germany","M","Di Felice"
"1018","Lutikov, Anatoly",NA,"1933-02-05","Leningrad","1989-10-15",1974,"Soviet Union","M","Di Felice"
"1019","Lutsko, Igor",13500716,"1962-04-06","Minsk","",2004,"Belarus","M","Di Felice"
"1020","Lutz, Christopher",4600193,"1971-02-24","Neukirchen","",1992,"Germany","M","Di Felice"
"1021","Ly, Moulthun",3204405,"1991-11-20","Cambodia","",2016,"Australia","M","title application"
"1022","Lysyj, Igor",4150120,"1987-01-01","Nizhny Tagil","",2007,"Russia","M","Di Felice; title application"
"1023","Ma Qun",8603154,"1991-11-09","Shandong","",2013,"China","M","Di Felice; title application"
"1024","Machulsky, Anatoly",4100417,"1956-09-24","Bezhetsk","2017-02-17",1991,"Russia","M","Di Felice"
"1025","Macieja, Bartłomiej",1104306,"1977-10-04","Warsaw","",1998,"Poland","M","Di Felice"
"1026","Magem Badals, Jordi",2200074,"1967-08-24","Manresa","",1994,"Spain","M","Di Felice"
"1027","Magerramov, Elmar",13400142,"1958-04-10","Baku","",1992,"Azerbaijan","M","Di Felice"
"1028","Maghalashvili, Davit",13602276,"1987-06-27","","",2014,"Georgia","M","title application"
"1029","Maghsoodloo, Parham",12539929,"2000-08-12","Gorgan","",2016,"Iran","M","Di Felice; title application"
"1030","Magomedov, Magaram",4156757,"1966-05-20","Khuri","",1998,"Tajikistan","M","Di Felice; currently Russia"
"1031","Mahjoob Zardast, Morteza",12500798,"1980-03-20","Tehran","",2007,"Iran","M","Di Felice; title application"
"1032","Mainka, Romuald",4600258,"1963-05-15","Gliwice","",1993,"Germany","M","Di Felice"
"1033","Maiorov, Nikita",13501720,"1985-04-19","Vitebsk","",2007,"Belarus","M","Di Felice; title application"
"1034","Maiorov, Oleg",4119916,"1971-07-21","","",1999,"Russia","M","Di Felice"
"1035","Maiwald, Jens-Uwe",4612396,"1974-05-06","Dresden","",1999,"Germany","M","Di Felice"
"1036","Makarichev, Sergey",4100468,"1953-11-17","Moscow","",1976,"Soviet Union","M","Di Felice; currently Russia"
"1037","Makarov, Marat",4101103,"1963-05-07","","",1993,"Russia","M","Di Felice"
"1038","Makogonov, Vladimir",NA,"1904-08-27","Nakhichivan","1993-01-02",1987,"Soviet Union","M","Di Felice; honorary"
"1039","Maksimenko, Andrei",14100584,"1969-12-07","Cherkasy","",1995,"Ukraine","M","Di Felice"
"1040","Malakhatko, Vadim",14104202,"1977-03-22","Kyiv","",1999,"Ukraine","M","Di Felice; currently Belgium"
"1041","Malakhov, Vladimir",4120787,"1980-11-27","Ivanovo","",1998,"Russia","M","Di Felice"
"1042","Malaniuk, Vladimir",14100177,"1957-07-21","Arkhangelsk","2017-07-02",1987,"Soviet Union","M","Di Felice; later Ukraine"
"1043","Maletin, Pavel",4146786,"1986-11-06","Novosibirsk","",2007,"Russia","M","title application"
"1044","Malich, Burkhard",4611330,"1936-11-29","Schweidnitz-Świdnica","",1975,"East Germany","M","Di Felice; currently Germany"
"1045","Malinin, Vasily B.",4140249,"1956-04-26","Petrozavodsk","",2003,"Russia","M","Di Felice"
"1046","Mališauskas, Vidmantas",12800031,"1963-08-04","","",1993,"Lithuania","M","Di Felice"
"1047","Mamedov, Nidjat",13400819,"1985-04-02","Nakhchivan","",2006,"Azerbaijan","M","Di Felice"
"1048","Mamedov, Rauf",13401653,"1988-04-26","Baku","",2004,"Azerbaijan","M","Di Felice"
"1049","Mamedyarov, Shakhriyar",13401319,"1985-04-12","Sumgait","",2002,"Azerbaijan","M","Di Felice"
"1050","Mammadov, Zaur",13401033,"1994-04-16","Baku","",2015,"Azerbaijan","M","Di Felice; title application"
"1051","Maník, Mikuláš",14900734,"1975-05-26","Košice","",2006,"Slovakia","M","Di Felice; title application"
"1052","Manolache, Marius",1201530,"1973-04-22","Galați","",2007,"Romania","M","Di Felice; title application"
"1053","Manor, Ilan",2800110,"1969-10-26","Haifa","",1996,"Israel","M","Di Felice"
"1054","Marcelin, Cyril",607274,"1979-03-16","Suresnes","",2002,"France","M","Di Felice"
"1055","Marciano, David",600423,"1969-07-04","Toulouse","",1998,"France","M","Di Felice; currently Monaco"
"1056","Mareco, Sandro",112275,"1987-05-13","Haedo","",2010,"Argentina","M","Di Felice; title application"
"1057","Margvelashvili, Giorgi",13602926,"1990-02-09","Tbilisi","",2010,"Georgia","M","Di Felice; title application"
"1058","Mariano, Nelson",5200610,"1974-06-28","Manila","",2004,"Philippines","M","Di Felice"
"1059","Marin, Mihail",1200020,"1965-04-21","Bucharest","",1993,"Romania","M","Di Felice"
"1060","Mariotti, Sergio",800023,"1946-08-10","Florence","",1974,"Italy","M","Di Felice"
"1061","Marić, Rudolf",NA,"1927-05-13","Novi Sad","1990-08-26",1990,"Yugoslavia","M","Di Felice; honorary"
"1062","Marjanović, Slavoljub",900354,"1955-01-06","Lalinac (Niš)","",1978,"Serbia","M","Di Felice"
"1063","Markoš, Ján",14903474,"1985-07-02","Banská Bystrica","",2007,"Slovakia","M","Di Felice; title application"
"1064","Markosian, David S.",13300466,"1972-01-24","Stepanakert","",2008,"Armenia","M","title application"
"1065","Markovic, Miroslav",901504,"1973-05-08","","",1999,"Serbia","M","Di Felice"
"1066","Markowski, Tomasz",1105680,"1975-07-30","Głogów","",1998,"Poland","M","Di Felice"
"1067","Markuš, Robert",921637,"1983-10-07","Bačka","",2004,"Serbia","M","Di Felice"
"1068","Maróczy, Géza",NA,"1870-03-03","Szeged","1951-05-29",1950,"Hungary","M","Di Felice; Gaige"
"1069","Marović, Dražen",14500183,"1938-01-14","Split","",1975,"Yugoslavia","M","Di Felice; currently Croatia"
"1070","Martinez Alcantara, Jose Eduardo",3805662,"1999-01-31","Lima","",2018,"Peru","M","Di Felice; title application"
"1071","Martinez Duany, Lelys Stanley",3504727,"1985-07-10","Santiago de Cuba","",2009,"Cuba","M","Di Felice; title application"
"1072","Martinović, Saša",14509792,"1991-07-15","","",2011,"Croatia","M","Di Felice; title application"
"1073","Martinović, Slobodan",900931,"1945-07-25","Belgrade","2015-01-10",1979,"Serbia","M","Di Felice"
"1074","Martirosyan, Haik M.",13306553,"2000-07-14","Artashat","",2017,"Armenia","M","Di Felice; title application"
"1075","Maslak, Konstantin",4130901,"1984-08-27","Volgograd","",2008,"Russia","M","Di Felice; title application"
"1076","Mastrovasilis, Athanasios",4201990,"1979-04-18","","",2005,"Greece","M","Di Felice; title application"
"1077","Mastrovasilis, Dimitrios",4202694,"1983-06-12","","",2003,"Greece","M","Di Felice"
"1078","Matamoros Franco, Carlos S.",3600017,"1966-12-17","","",2002,"Ecuador","M","Di Felice"
"1079","Matanović, Aleksandar",900230,"1930-05-23","Belgrade","",1955,"Yugoslavia","M","Di Felice; Gaige"
"1080","Mateo, Ramon",6400019,"1958-06-23","Santo Domingo","",2008,"Dominican Republic","M","Di Felice; title application"
"1081","Matinian, Nikita",24129100,"1992-04-21","Aygehovit","",2017,"Russia","M","Di Felice; title application"
"1082","Matjushin, Gennady",14107910,"1984-08-23","","",2007,"Ukraine","M","title application"
"1083","Matlakov, Maxim",4168003,"1991-03-05","Makiivka","",2010,"Russia","M","Di Felice; title application"
"1084","Matsenko, Sergei",4170083,"1990-06-21","Chelyabinsk","",2018,"Russia","M","Di Felice; title application"
"1085","Matsuura, Everaldo",2100169,"1970-10-01","Maringá","",2011,"Brazil","M","Di Felice; title application"
"1086","Matulović, Milan",900362,"1935-06-10","Belgrade","2013-10-09",1965,"Yugoslavia","M","Di Felice; later Serbia"
"1087","Matuszewski, Michal",1129775,"1993-01-06","Warsaw","",2019,"Poland","M","Di Felice; title application"
"1088","Maximov, Dmitry",14105659,"1984-07-20","Dnipro","",2008,"Ukraine","M","Di Felice; title application"
"1089","Mazé, Sébastien",613762,"1984-02-08","Paris","",2007,"France","M","Di Felice; title application"
"1090","McDonald, Neil",400629,"1967-01-21","Gravesend","",1996,"England","M","Di Felice"
"1091","McNab, Colin A.",2400030,"1961-02-03","Dundee","",1992,"Scotland","M","Di Felice"
"1092","McShane, Luke J.",404853,"1984-01-07","London","",2000,"England","M","Di Felice"
"1093","Mchedlishvili, Mikheil",13600966,"1979-06-04","","",2002,"Georgia","M","Di Felice"
"1094","Mecking, Henrique",2100010,"1952-01-23","Santa Cruz do Sul","",1972,"Brazil","M","Di Felice"
"1095","Mednis, Edmar",2000440,"1937-03-22","Riga","2002-02-13",1980,"United States","M","Di Felice"
"1096","Meduna, Eduard",300055,"1950-09-11","Prague","",1987,"Czecho­slovakia","M","Di Felice; currently Czech Republic"
"1097","Medvegy, Zoltán",708402,"1979-03-21","","",2002,"Hungary","M","Di Felice"
"1098","Megaranto, Susanto",7101384,"1987-10-08","Indramayu","",2004,"Indonesia","M","Di Felice"
"1099","Meier, Georg",4675789,"1987-08-26","Trier","",2007,"Germany","M","Di Felice; title application"
"1100","Meijers, Viesturs",11600314,"1967-12-05","Limbaži","",2004,"Latvia","M","Di Felice"
"1101","Meister, Jakob",4102541,"1955-09-11","Kopeysk","",2008,"Germany","M","Di Felice; title application"
"1102","Mekhitarian, Krikor Sevag",2107660,"1986-11-15","São Paulo","",2010,"Brazil","M","Di Felice; title application"
"1103","Melkumyan, Hrant",13302485,"1989-04-30","Yerevan","",2008,"Armenia","M","Di Felice; IM title application; title application"
"1104","Mendonca, Leon Luke",35028561,"2006-03-13","Goa","",2021,"India","M","title application"
"1105","Meshkovs, Nikita",11602740,"1994-06-30","Riga","",2017,"Latvia","M","title application"
"1106","Mestel, A. Jonathan",400122,"1957-03-13","Cambridge","",1982,"England","M","Di Felice"
"1107","Mhamal, Anurag",5024366,"1995-04-28","Panaji","",2017,"India","M","title application"
"1108","Michalik, Peter",14907526,"1990-09-15","Prievidza","",2011,"Slovakia","M","Di Felice; title application; currently Czech Republic"
"1109","Michiels, Bart",202967,"1986-10-30","Gent","",2014,"Belgium","M","Di Felice; title application"
"1110","Mieses, Jacques",NA,"1865-02-27","Leipzig","1954-02-23",1950,"England","M","Di Felice; Gaige"
"1111","Miezis, Normunds",11600136,"1971-05-11","Olaine","",1997,"Latvia","M","Di Felice"
"1112","Mihók, Olivér",728012,"1993-06-23","","",2015,"Hungary","M","Di Felice; title application"
"1113","Mikaelyan, Arman",13304852,"1996-11-25","Yerevan","",2017,"Armenia","M","title application"
"1114","Mikėnas, Vladas",NA,"1910-04-17","Tallinn","1992-11-03",1987,"Lithuania","M","Di Felice"
"1115","Mikhalchishin, Adrian",14602385,"1954-11-18","Lviv","",1978,"Soviet Union","M","Di Felice; later Ukraine; currently Slovenia"
"1116","Mikhaletz, Lubomir",14102340,"1974-08-15","Khmelnytskyi","",2000,"Ukraine","M","Di Felice"
"1117","Mikhalevski, Victor",2801914,"1972-07-08","Gomel","",1996,"Israel","M","Di Felice"
"1118","Miladinović, Igor",4203380,"1974-01-25","","",1993,"Greece","M","Di Felice; currently Serbia"
"1119","Milanović, Danilo",915483,"1974-01-18","Smederevska Palanka","",2008,"Serbia","M","Di Felice; title application"
"1120","Miles, Anthony J.",403385,"1955-04-23","Edgbaston","2001-11-12",1976,"England","M","Di Felice"
"1121","Milić, Borislav",NA,"1925-10-20","Belgrade","1986-05-28",1977,"Yugoslavia","M","Di Felice; honorary"
"1122","Miljković, Miroslav D.",922722,"1985-05-06","Niš","",2013,"Serbia","M","Di Felice; title application"
"1123","Milos, Gilberto",2100029,"1963-10-30","São Paulo","",1988,"Brazil","M","Di Felice"
"1124","Milov, Leonid",14101068,"1966-02-06","Dniepro­petrovsk","",2012,"Germany","M","Di Felice; title application"
"1125","Milov, Vadim",1304364,"1972-08-01","Ufa","",1993,"Switzerland","M","Di Felice"
"1126","Minasian, Ara",13300377,"1974-04-14","Gyumri","",2004,"Armenia","M","Di Felice"
"1127","Minasian, Artashes",13300040,"1967-01-21","Yerevan","",1992,"Armenia","M","Di Felice"
"1128","Minić, Dragoljub",14500477,"1937-03-05","Titograd","2005-04-05",1991,"Yugoslavia","M","Di Felice; honorary; later Serbia and Montenegro"
"1129","Mirallès, Gilles",600059,"1966-02-08","Grasse","",1997,"France","M","Di Felice"
"1130","Miranda Mesa, Elier",3510697,"1993-01-29","Villa Clara Province","",2019,"Cuba","M","title application"
"1131","Miron, Lucian-Costin",1210920,"1987-09-14","Ploiești","",2019,"Romania","M","title application"
"1132","Miroshni­chenko, Evgenij",14102595,"1978-12-28","Donetsk","",2002,"Ukraine","M","Di Felice"
"1133","Mirumian, Vigen",316180,"1977-09-29","Yerevan","",2008,"Czech Republic","M","Di Felice; title application"
"1134","Mirzoev, Azer",13400304,"1978-03-28","Baku","",2001,"Azerbaijan","M","Di Felice"
"1135","Mirzoev, Emil",14108640,"1996","","",2019,"Ukraine","M","title application"
"1136","Mitkov, Nikola",15000290,"1971-12-18","","",1993,"North Macedonia","M","Di Felice"
"1137","Mitoń, Kamil",1111914,"1984-04-12","Kraków","",2002,"Poland","M","Di Felice"
"1138","Miśta, Aleksander",1110381,"1983-01-07","Myszków","",2004,"Poland","M","Di Felice"
"1139","Mogranzini, Roberto",810894,"1983-01-06","Carpi","",2013,"Italy","M","Di Felice; title application"
"1140","Mohr, Georg",14600013,"1965-02-02","Maribor","",1997,"Slovenia","M","Di Felice"
"1141","Mohr, Stefan",4600290,"1967-10-22","Frankfurt","",1989,"Germany","M","Di Felice"
"1142","Moiseenko, Alexander",14102560,"1980-05-17","Severomorsk","",2000,"Ukraine","M","Di Felice"
"1143","Moiseenko, Vadim",4123700,"1994-07-07","Bratsk","",2018,"Russia","M","title application"
"1144","Mokry, Karel",306070,"1959-02-07","Prostějov","",1984,"Czecho­slovakia","M","Di Felice; currently Czech Republic"
"1145","Mollah Abdullah, Al Rakib",10200444,"1980-12-02","Narayanganj","",2007,"Bangladesh","M","Di Felice; title application; also Abdullah Al Rakib"
"1146","Molner, Mackenzie",2021722,"1988-08-01","Englewood, New Jersey","",2013,"United States","M","Di Felice; title application"
"1147","Mons, Leon",4614950,"1995-09-10","Lübeck","",2018,"Germany","M","title application"
"1148","Monticelli, Mario",NA,"1902-03-16","Venice","1995-06-30",1985,"Italy","M","Di Felice; honorary"
"1149","Moradiabadi, Elshan",12501255,"1985-05-22","Tehran","",2005,"Iran","M","Di Felice; title application; currently United States"
"1150","Moranda, Wojciech",1122401,"1988-08-17","Kielce","",2009,"Poland","M","Di Felice; title application"
"1151","Moreno Carnero, Javier",2224267,"1975-06-07","Buenos Aires","",2003,"Spain","M","Di Felice"
"1152","Moroni, Luca Jr.",865834,"2000-07-01","Desio","",2017,"Italy","M","title application"
"1153","Morovic Fernández, Iván",3405400,"1963-03-24","Viña del Mar","",1986,"Chile","M","Di Felice"
"1154","Moroz, Alexander",14100509,"1961-01-18","Dniepro­petrovsk","2009-01-17",1999,"Ukraine","M","Di Felice"
"1155","Morozevich, Alexander",4116992,"1977-07-18","Moscow","",1994,"Russia","M","Di Felice"
"1156","Mosadeghpour, Masoud",12519278,"1997","Mashhad","",2017,"Iran","M","title application"
"1157","Moskalenko, Alexander",4155351,"1988-06-08","Zhytomyr Oblast","",2018,"Russia","M","title application"
"1158","Moskalenko, Viktor",14100100,"1960-12-04","Odessa","",1992,"Ukraine","M","Di Felice; currently Spain"
"1159","Motwani, Paul",2400022,"1962-06-13","Glasgow","",1992,"Scotland","M","Di Felice"
"1160","Motylev, Alexander",4121830,"1979-06-17","Yekaterinburg","",2000,"Russia","M","Di Felice"
"1161","Moussard, Jules",642908,"1995-01-16","Paris","",2016,"France","M","Di Felice; title application"
"1162","Movsesian, Sergei",310204,"1978-11-03","Tbilisi","",1997,"Slovakia","M","Di Felice; currently Armenia"
"1163","Movsziszian, Karen",13301152,"1963-01-06","Yerevan","",1994,"Armenia","M","Di Felice"
"1164","Mozharov, Mikhail",4189825,"1990-10-19","Moscow","",2014,"Russia","M","Di Felice; title application"
"1165","Mrva, Martin",14900092,"1971-12-12","Prešov","",2005,"Slovakia","M","Di Felice; title application"
"1166","Muller, Karsten",4600347,"1970-11-23","Hamburg","",1998,"Germany","M","Di Felice"
"1167","Munkhgal, Gombosuren",4901266,"1988-09-06","","",2020,"Mongolia","M","GM title application"
"1168","Murariu, Andrei",1209272,"1986-02-17","Bârlad","",2006,"Romania","M","Di Felice"
"1169","Muratović, Alija",921661,"1962-01-05","Novi Pazar","",2009,"Serbia","M","Di Felice; title application"
"1170","Murey, Jacob",2803585,"1941-08-02","Moscow","",1987,"Israel","M","Di Felice"
"1171","Murshed, Niaz",10200010,"1966-05-13","Dhaka","",1987,"Bangladesh","M","Di Felice"
"1172","Muñoz, Miguel",3800229,"1975-10-10","La Merced, Junín","",2012,"Spain","M","Di Felice; title application"
"1173","Muše, Mladen",4600304,"1963-01-20","Bjelovar","",2001,"Germany","M","Di Felice; currently Croatia"
"1174","Muzychuk, Anna",14111330,"1990-02-28","Stryi","",2012,"Slovenia","F","Di Felice; title application; currently Ukraine"
"1175","Muzychuk, Mariya",14114550,"1992-09-21","Stryi","",2015,"Ukraine","F","Di Felice; Women's World Champion 2015–2016; IM title application"
"1176","Nabaty, Tamir",2809052,"1991-05-04","Ness Ziona","",2011,"Israel","M","Di Felice; title application"
"1177","Nadyrkhanov, Sergey",4135830,"1963-09-28","","",1999,"Russia","M","Di Felice"
"1178","Nagy, Gábor",737119,"1994-09-18","","",2020,"Hungary","M","title application"
"1179","Naiditsch, Arkadij",4650891,"1985-10-25","Riga","",2001,"Germany","M","Di Felice; currently Azerbaijan"
"1180","Najdorf, Miguel",NA,"1910-04-15","Grodzisk Mazowiecki","1997-07-04",1950,"Argentina","M","Di Felice"
"1181","Najdoski, Toni",15001334,"1970-05-04","","",1998,"North Macedonia","M","Di Felice"
"1182","Najer, Evgeniy",4118987,"1977-06-22","Moscow","",1999,"Russia","M","Di Felice"
"1183","Nakamura, Hikaru",2016192,"1987-12-09","Hirakata","",2003,"United States","M","Di Felice"
"1184","Nalbandian, Tigran",13300245,"1975-06-05","Yerevan","",2004,"Armenia","M","Di Felice"
"1185","Nanu, Costicǎ-Ciprian",1204580,"1977-07-28","Brașov","",2010,"Romania","M","Di Felice; title application"
"1186","Narayanan, S. L.",5058422,"1998-01-10","Trivandrum","",2016,"India","M","Di Felice; title application; Sunilduth Lyna Narayanan"
"1187","Narayanan, Srinath",5018420,"1994-02-14","Chennai","",2017,"India","M","title application"
"1188","Narciso Dublan, Marc",2201500,"1974-01-20","Barcelona","",2003,"Spain","M","Di Felice"
"1189","Naroditsky, Daniel",2026961,"1995-11-09","San Mateo","",2013,"United States","M","Di Felice; title application"
"1190","Nasanjargal, Urtnasan",4900774,"1994-02-19","","",2020,"Mongolia","M","title application"
"1191","Nasuta, Grzegorz",1141686,"1996-03-01","Białystok","",2018,"Poland","M","Di Felice; title application"
"1192","Nataf, Igor-Alexandre",605492,"1978-05-02","Paris","",1998,"France","M","Di Felice"
"1193","Naumann, Alexander",4623169,"1979-02-17","Magdeburg","",2005,"Germany","M","Di Felice; title application"
"1194","Naumkin, Igor",4101715,"1965-08-10","Moscow","",1990,"Russia","M","Di Felice"
"1195","Navara, David",309095,"1985-03-27","Prague","",2002,"Czech Republic","M","Di Felice"
"1196","Nedev, Trajko",15000605,"1973-02-27","","",2001,"North Macedonia","M","Di Felice"
"1197","Neelotpal, Das",5003512,"1982-04-20","Kolkata","",2006,"India","M","Di Felice"
"1198","Negi, Parimarjan",5016690,"1993-02-09","New Delhi","",2006,"India","M","Di Felice"
"1199","Neikšāns, Arturs",11601388,"1983-03-16","Valka","",2012,"Latvia","M","Di Felice; title application"
"1200","Nemet, Ivan",1301438,"1943-04-14","Sombor","2007-12-16",1978,"Yugoslavia","M","Di Felice; later Switzerland"
"1201","Nepom­niachtchi, Ian",4168119,"1990-07-14","Bryansk","",2007,"Russia","M","Di Felice; title application"
"1202","Nesterov, Arseniy",24198455,"2003","","",2020,"Russia","M","title application"
"1203","Nesterov, Yakov",13700030,"1966-11-24","Tselinograd","",2005,"Kazakhstan","M","Di Felice; title application"
"1204","Nestorovic, Nikola",934526,"1989-10-13","Belgrade","",2016,"Serbia","M","Di Felice; title application"
"1205","Neuman, Petr",305243,"1978-03-11","Rakovník","",2013,"Czech Republic","M","Di Felice; title application"
"1206","Nevednichy, Vladislav",1205730,"1969-09-03","","",1993,"Romania","M","Di Felice"
"1207","Neverov, Valeriy",14100150,"1964-06-21","Kharkiv","",1991,"Ukraine","M","Di Felice"
"1208","Nevostrujev, Vladimir",4114345,"1966-05-25","Novokuznetsk","",2003,"Russia","M","Di Felice"
"1209","Nguyễn Anh Dũng",12400025,"1976-03-17","","",2001,"Vietnam","M","Di Felice"
"1210","Nguyễn Anh Khôi",12404675,"2002-01-11","","",2019,"Vietnam","M","title application"
"1211","Nguyễn Đức Hòa",12401358,"1989-07-13","","",2014,"Vietnam","M","Di Felice; title application"
"1212","Nguyễn Huynh Minh Huy",12401269,"1987-10-11","Đồng Tháp Province","",2014,"Vietnam","M","Di Felice; title application"
"1213","Nguyễn Ngọc Trường Sơn",12401110,"1990-02-23","Rạch Giá","",2005,"Vietnam","M","Di Felice"
"1214","Nguyễn Thái Đai Vân",358878,"2001-12-12","","",2018,"Czech Republic","M","title application"
"1215","Nguyễn Văn Huy",12401064,"1985-03-14","","",2020,"Vietnam","M","title application"
"1216","Ni Hua",8601160,"1983-05-31","Shanghai","",2003,"China","M","Di Felice"
"1217","Nielsen, Peter Heine",1400355,"1973-05-24","Holstebro","",1994,"Denmark","M","Di Felice"
"1218","Niemann, Hans Moke",2093596,"2003-06-20","California","",2021,"United States","M","title application"
"1219","Nihal Sarin",25092340,"2004-07-13","Thrissur","",2018,"India","M","title application"
"1220","Nijboer, Friso",1000063,"1965-05-26","Nijmegen","",1993,"Netherlands","M","Di Felice"
"1221","Nikčević, Nebojša",901776,"1965-02-20","","",1997,"Montenegro","M","Di Felice"
"1222","Nikitin, Andrey",4119568,"1974-08-10","","",2001,"Russia","M","Di Felice"
"1223","Nikolac, Juraj",14500140,"1932-04-22","Metković","",1979,"Yugoslavia","M","Di Felice; currently Croatia"
"1224","Nikolaidis, Ioannis",4202139,"1971-01-04","","",1995,"Greece","M","Di Felice"
"1225","Nikolenko, Oleg",4101880,"1959-06-19","Moscow","",2008,"Russia","M","Di Felice; title application"
"1226","Nikolic, Predrag",14400014,"1960-09-11","Šamac","",1983,"Yugoslavia","M","Di Felice; currently Bosnia and Herzegovina"
"1227","Nikolic, Stanimir",903191,"1935-01-26","Donja Trepča","",1978,"Yugoslavia","M","Di Felice; currently Serbia"
"1228","Nikolov, Momchil",2905710,"1985-03-03","Dobrich","",2010,"Bulgaria","M","Di Felice; title application"
"1229","Ninov, Nikolai",2900424,"1969-05-21","Pazardzhik","",2012,"Bulgaria","M","Di Felice; title application"
"1230","Nisipeanu, Liviu-Dieter",1202758,"1976-08-01","Brașov","",1997,"Romania","M","Di Felice; currently Germany"
